playername,team,flag_reason,metric_value,last_test_date
PLAYER_093,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 11.9% vs baseline,0.8012,2024-06-03
PLAYER_093,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 10.6% vs baseline,0.7596,2024-07-22
PLAYER_093,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 10.4% vs baseline,0.803,2024-10-22
PLAYER_095,Team: Stony Brook Baseball,RSI drop 14.2% vs baseline,0.5337,2021-01-19
PLAYER_095,Team: Stony Brook Baseball,RSI drop 16.9% vs baseline,0.4927,2021-01-19
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 17.4% vs baseline,0.7735,2023-03-09
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 11.8% vs baseline,0.459,2023-06-12
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 10.3% vs baseline,0.9293,2023-06-12
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 13.5% vs baseline,0.8847,2023-06-22
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 17.3% vs baseline,0.8366,2024-02-05
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 10.5% vs baseline,0.8517,2024-02-26
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 10.8% vs baseline,0.823,2024-03-07
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 12.2% vs baseline,0.7928,2024-03-07
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 11.7% vs baseline,0.7478,2024-03-21
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 10.9% vs baseline,0.4641,2024-03-21
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 11.0% vs baseline,0.5014,2024-04-15
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 15.4% vs baseline,0.7559,2024-04-15
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 13.5% vs baseline,0.4694,2024-04-15
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 19.2% vs baseline,0.7055,2024-04-15
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 11.7% vs baseline,0.718,2024-06-10
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 15.9% vs baseline,0.7434,2024-07-01
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 19.3% vs baseline,0.4326,2024-07-08
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 13.0% vs baseline,0.7385,2024-07-08
PLAYER_096,"Group: Football Skill, Team: Stony Brook Football",RSI drop 11.9% vs baseline,0.7094,2024-07-08
PLAYER_097,Team: Stony Brook Men's Soccer,CMJ height drop 14.5% vs baseline,0.3254,2023-08-10
PLAYER_097,Team: Stony Brook Men's Soccer,RSI drop 12.7% vs baseline,0.71,2023-09-19
PLAYER_097,Team: Stony Brook Men's Soccer,RSI drop 10.7% vs baseline,0.7101,2023-09-28
PLAYER_097,Team: Stony Brook Men's Soccer,RSI drop 23.0% vs baseline,0.5828,2023-09-28
PLAYER_097,Team: Stony Brook Men's Soccer,CMJ height drop 11.2% vs baseline,0.3485,2023-10-05
PLAYER_097,Team: Stony Brook Men's Soccer,RSI drop 21.4% vs baseline,0.6256,2023-10-09
PLAYER_098,Team: Stony Brook Football,RSI drop 38.4% vs baseline,0.5124,2024-06-10
PLAYER_099,"Group: 21-22, Team: Stony Brook Men's Basketball ",RSI drop 12.7% vs baseline,0.4975,2021-07-06
PLAYER_099,"Group: 21-22, Team: Stony Brook Men's Basketball ",CMJ height drop 24.7% vs baseline,0.3078,2021-08-03
PLAYER_099,"Group: 21-22, Team: Stony Brook Men's Basketball ",RSI drop 38.2% vs baseline,0.4904,2021-08-03
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 13.0% vs baseline,0.7469,2023-03-09
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 11.3% vs baseline,0.7628,2023-05-31
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",CMJ height drop 36.7% vs baseline,0.2946,2023-06-13
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 32.0% vs baseline,0.5109,2023-06-13
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 18.4% vs baseline,0.6525,2023-06-27
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 12.4% vs baseline,0.7745,2024-02-01
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",CMJ height drop 20.3% vs baseline,0.3774,2024-02-01
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 13.5% vs baseline,0.7592,2024-02-15
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",CMJ height drop 11.4% vs baseline,0.4293,2024-06-03
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 16.1% vs baseline,0.807,2024-07-08
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",RSI drop 20.5% vs baseline,0.7298,2024-07-15
PLAYER_100,"Group: Football Big Skill, Team: Stony Brook, Team: Stony Brook Football",CMJ height drop 11.9% vs baseline,0.4498,2024-07-22
PLAYER_1003,Team: Stony Brook Womens Soccer,RSI drop 30.7% vs baseline,0.4513,2022-02-03
PLAYER_1003,Team: Stony Brook Womens Soccer,RSI drop 35.0% vs baseline,0.3581,2022-02-24
PLAYER_1003,Team: Stony Brook Womens Soccer,CMJ height drop 18.2% vs baseline,0.0965,2022-07-18
PLAYER_1004,Team: Stony Brook Womens Soccer,RSI drop 35.2% vs baseline,0.4554,2022-02-03
PLAYER_1004,Team: Stony Brook Womens Soccer,CMJ height drop 13.2% vs baseline,0.2342,2022-02-10
PLAYER_1004,Team: Stony Brook Womens Soccer,RSI drop 33.3% vs baseline,0.3863,2022-02-10
PLAYER_1004,Team: Stony Brook Womens Soccer,CMJ height drop 10.8% vs baseline,0.23,2022-02-10
PLAYER_1004,Team: Stony Brook Womens Soccer,RSI drop 18.9% vs baseline,0.4175,2022-02-10
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",RSI drop 13.2% vs baseline,0.555,2023-10-26
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",CMJ height drop 11.8% vs baseline,0.2068,2023-12-08
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",CMJ height drop 73.7% vs baseline,0.0594,2023-12-08
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",RSI drop 45.3% vs baseline,0.3493,2023-12-08
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",CMJ height drop 20.3% vs baseline,0.1433,2023-12-08
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",CMJ height drop 45.1% vs baseline,0.0869,2024-01-15
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",RSI drop 33.0% vs baseline,0.3645,2024-01-15
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",CMJ height drop 16.7% vs baseline,0.2014,2024-02-06
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",CMJ height drop 14.6% vs baseline,0.1989,2024-02-06
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",CMJ height drop 12.5% vs baseline,0.2085,2024-03-14
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",RSI drop 10.7% vs baseline,0.6114,2024-03-26
PLAYER_1006,"Group: WLAX , Group: WLAX Spring '24, Team: SBU WLAX",RSI drop 11.2% vs baseline,0.6874,2024-05-07
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 13.7% vs baseline,0.9782,2023-03-09
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 13.3% vs baseline,0.9417,2023-04-26
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 11.8% vs baseline,0.9172,2023-05-25
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 12.2% vs baseline,0.885,2023-05-25
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 12.8% vs baseline,0.8262,2023-05-25
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 16.6% vs baseline,0.3721,2023-06-22
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 34.7% vs baseline,0.5783,2023-06-22
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 12.1% vs baseline,0.8116,2023-07-13
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 11.0% vs baseline,0.8358,2023-07-13
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 27.5% vs baseline,0.3363,2024-03-19
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 38.9% vs baseline,0.6067,2024-03-19
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 21.8% vs baseline,0.347,2024-03-19
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 27.9% vs baseline,0.6559,2024-03-19
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 52.4% vs baseline,0.1946,2024-03-19
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 28.5% vs baseline,0.5837,2024-03-19
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 73.0% vs baseline,0.0917,2024-03-19
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 57.0% vs baseline,0.3075,2024-03-19
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 15.7% vs baseline,0.4541,2024-03-19
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 10.1% vs baseline,0.331,2024-04-03
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 13.4% vs baseline,0.7243,2024-04-15
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 57.7% vs baseline,0.1679,2024-06-06
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 35.7% vs baseline,0.5556,2024-06-06
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 40.6% vs baseline,0.2035,2024-06-06
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 24.7% vs baseline,0.5886,2024-06-06
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 59.7% vs baseline,0.1191,2024-06-06
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",RSI drop 42.9% vs baseline,0.4084,2024-06-06
PLAYER_1009,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 24.8% vs baseline,0.1704,2024-06-06
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 10.8% vs baseline,0.8766,2023-01-23
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 15.6% vs baseline,0.366,2023-03-09
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 11.4% vs baseline,0.8107,2023-04-26
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 12.6% vs baseline,0.4178,2023-06-12
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",CMJ height drop 11.0% vs baseline,0.4143,2023-06-12
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 28.7% vs baseline,0.6909,2023-06-12
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 24.1% vs baseline,0.7231,2023-06-26
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 15.5% vs baseline,0.7574,2023-06-26
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 10.8% vs baseline,0.7513,2023-07-31
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 11.7% vs baseline,0.8702,2023-10-03
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 10.5% vs baseline,0.86,2023-10-03
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 24.7% vs baseline,0.7188,2024-06-10
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 20.3% vs baseline,0.6941,2024-06-17
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 15.2% vs baseline,0.6865,2024-06-24
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 30.7% vs baseline,0.5213,2024-06-24
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 17.2% vs baseline,0.6667,2024-07-08
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 21.9% vs baseline,0.6574,2024-07-15
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 28.8% vs baseline,0.5464,2024-07-15
PLAYER_1010,"Group: Football Skill, Team: Stony Brook Football",RSI drop 15.4% vs baseline,0.5963,2024-07-15
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 15.5% vs baseline,0.4737,2021-06-24
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 16.9% vs baseline,0.4299,2021-06-29
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 12.5% vs baseline,0.3724,2021-07-06
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",CMJ height drop 16.5% vs baseline,0.2341,2021-07-13
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",CMJ height drop 89.6% vs baseline,0.0272,2021-07-13
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 57.9% vs baseline,0.1749,2021-07-13
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",CMJ height drop 18.6% vs baseline,0.1632,2021-07-13
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 10.3% vs baseline,0.3281,2021-07-13
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",CMJ height drop 81.8% vs baseline,0.0333,2021-07-13
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 27.3% vs baseline,0.2564,2021-07-13
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",CMJ height drop 40.8% vs baseline,0.1416,2021-09-01
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",CMJ height drop 25.7% vs baseline,0.1596,2021-09-01
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 38.4% vs baseline,0.2122,2021-09-01
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",CMJ height drop 74.4% vs baseline,0.0519,2021-09-01
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 39.4% vs baseline,0.1987,2021-09-01
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",CMJ height drop 58.3% vs baseline,0.0529,2021-09-01
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 25.8% vs baseline,0.2722,2021-09-01
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 23.2% vs baseline,0.2889,2021-09-08
PLAYER_1015,"Group: msoc, Team: Stony Brook Women's Basketball",RSI drop 18.4% vs baseline,0.3318,2021-09-08
PLAYER_1018,"Team: Stony Brook Football, Team: Stony Brook",RSI drop 20.5% vs baseline,0.5523,2023-06-05
PLAYER_1018,"Team: Stony Brook Football, Team: Stony Brook",RSI drop 17.0% vs baseline,0.543,2023-06-05
PLAYER_1018,"Team: Stony Brook Football, Team: Stony Brook",RSI drop 17.3% vs baseline,0.6054,2023-07-13
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 17.3% vs baseline,0.5923,2023-01-23
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 30.5% vs baseline,0.4911,2023-04-12
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 18.8% vs baseline,0.5301,2023-04-12
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 13.7% vs baseline,0.2974,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 34.2% vs baseline,0.223,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 25.0% vs baseline,0.4246,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 38.2% vs baseline,0.1857,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 25.7% vs baseline,0.4084,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 17.8% vs baseline,0.2106,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 13.5% vs baseline,0.449,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 19.9% vs baseline,0.1836,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 16.1% vs baseline,0.4039,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 17.7% vs baseline,0.1651,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 10.7% vs baseline,0.3765,2023-07-06
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 12.2% vs baseline,0.5113,2023-07-25
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 16.0% vs baseline,0.7089,2023-08-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 13.2% vs baseline,0.7114,2023-08-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 11.0% vs baseline,0.6459,2023-09-19
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 17.0% vs baseline,0.5747,2023-09-19
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 15.3% vs baseline,0.5518,2023-09-19
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 13.9% vs baseline,0.6732,2023-10-31
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 23.6% vs baseline,0.5737,2023-10-31
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 11.8% vs baseline,0.3462,2024-01-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 52.6% vs baseline,0.1758,2024-01-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 40.1% vs baseline,0.4404,2024-01-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 31.6% vs baseline,0.2159,2024-01-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 25.7% vs baseline,0.4896,2024-01-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 34.1% vs baseline,0.1786,2024-01-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 15.4% vs baseline,0.4925,2024-01-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 21.2% vs baseline,0.1806,2024-01-22
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 43.9% vs baseline,0.2187,2024-04-10
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 37.1% vs baseline,0.4776,2024-04-10
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 44.2% vs baseline,0.192,2024-04-10
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 40.4% vs baseline,0.408,2024-04-10
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 31.2% vs baseline,0.1953,2024-04-10
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 22.7% vs baseline,0.1872,2024-04-10
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 19.0% vs baseline,0.4441,2024-04-10
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 45.1% vs baseline,0.1994,2024-07-08
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 23.9% vs baseline,0.5617,2024-07-08
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 41.3% vs baseline,0.1892,2024-07-08
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 26.9% vs baseline,0.5296,2024-07-08
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 21.8% vs baseline,0.3086,2025-01-29
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 13.5% vs baseline,0.655,2025-01-29
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 18.7% vs baseline,0.3142,2025-01-29
PLAYER_1021,Team: Stony Brook Women's Volleyball,CMJ height drop 87.1% vs baseline,0.0434,2025-05-02
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 36.9% vs baseline,0.4398,2025-05-02
PLAYER_1021,Team: Stony Brook Women's Volleyball,RSI drop 88.9% vs baseline,0.0756,2025-08-18
PLAYER_1023,Team: SBU WLAX,RSI drop 17.4% vs baseline,0.545,2022-03-03
PLAYER_1024,Team: Stony Brook Swimming and Diving,RSI drop 23.1% vs baseline,0.4517,2022-10-20
PLAYER_1024,Team: Stony Brook Swimming and Diving,RSI drop 14.0% vs baseline,0.4662,2022-10-20
PLAYER_103,Team: Stony Brook Women's Tennis,RSI drop 16.5% vs baseline,0.3827,2023-09-26
PLAYER_103,Team: Stony Brook Women's Tennis,CMJ height drop 10.9% vs baseline,0.157,2023-10-17
PLAYER_103,Team: Stony Brook Women's Tennis,RSI drop 21.1% vs baseline,0.4002,2023-10-17
PLAYER_103,Team: Stony Brook Women's Tennis,CMJ height drop 27.3% vs baseline,0.1245,2023-10-17
PLAYER_103,Team: Stony Brook Women's Tennis,RSI drop 12.3% vs baseline,0.4287,2023-10-17
PLAYER_103,Team: Stony Brook Women's Tennis,RSI drop 11.8% vs baseline,0.4533,2023-10-31
PLAYER_103,Team: Stony Brook Women's Tennis,RSI drop 11.8% vs baseline,0.4605,2023-11-29
PLAYER_103,Team: Stony Brook Women's Tennis,CMJ height drop 12.1% vs baseline,0.1542,2023-11-30
PLAYER_103,Team: Stony Brook Women's Tennis,RSI drop 12.8% vs baseline,0.4158,2024-02-05
PLAYER_103,Team: Stony Brook Women's Tennis,RSI drop 18.3% vs baseline,0.3758,2024-02-05
PLAYER_103,Team: Stony Brook Women's Tennis,CMJ height drop 13.2% vs baseline,0.1544,2024-02-14
PLAYER_103,Team: Stony Brook Women's Tennis,CMJ height drop 11.0% vs baseline,0.1463,2024-02-28
PLAYER_103,Team: Stony Brook Women's Tennis,CMJ height drop 14.6% vs baseline,0.1471,2024-03-20
PLAYER_103,Team: Stony Brook Women's Tennis,RSI drop 14.0% vs baseline,0.4112,2024-03-20
PLAYER_103,Team: Stony Brook Women's Tennis,CMJ height drop 10.3% vs baseline,0.1692,2024-04-23
PLAYER_103,Team: Stony Brook Women's Tennis,CMJ height drop 13.2% vs baseline,0.1613,2024-04-23
PLAYER_1031,Team: Old Football,RSI drop 10.1% vs baseline,0.8675,2022-07-01
PLAYER_1031,Team: Old Football,RSI drop 17.4% vs baseline,0.7565,2022-07-01
PLAYER_1036,Team: Stony Brook Men's Basketball ,RSI drop 23.0% vs baseline,0.894,2025-06-30
PLAYER_1036,Team: Stony Brook Men's Basketball ,RSI drop 17.5% vs baseline,0.9791,2025-09-12
PLAYER_1036,Team: Stony Brook Men's Basketball ,CMJ height drop 25.0% vs baseline,0.381,2025-09-16
PLAYER_1036,Team: Stony Brook Men's Basketball ,RSI drop 17.4% vs baseline,0.8945,2025-09-16
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 12.3% vs baseline,0.744,2023-10-10
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 10.6% vs baseline,0.7624,2023-11-01
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 21.0% vs baseline,0.6399,2023-11-17
PLAYER_1037,Team: Stony Brook MLAX,CMJ height drop 35.2% vs baseline,0.2822,2023-11-17
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 18.3% vs baseline,0.671,2023-11-27
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 16.4% vs baseline,0.8005,2024-02-01
PLAYER_1037,Team: Stony Brook MLAX,CMJ height drop 12.4% vs baseline,0.3823,2024-02-15
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 18.3% vs baseline,0.6896,2024-02-29
PLAYER_1037,Team: Stony Brook MLAX,CMJ height drop 19.6% vs baseline,0.4176,2024-03-07
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 12.2% vs baseline,0.7233,2024-03-07
PLAYER_1037,Team: Stony Brook MLAX,CMJ height drop 15.9% vs baseline,0.4285,2024-03-07
PLAYER_1037,Team: Stony Brook MLAX,CMJ height drop 13.5% vs baseline,0.4191,2024-03-21
PLAYER_1037,Team: Stony Brook MLAX,CMJ height drop 90.3% vs baseline,0.0409,2024-03-28
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 13.1% vs baseline,0.7024,2024-03-28
PLAYER_1037,Team: Stony Brook MLAX,CMJ height drop 39.5% vs baseline,0.1974,2024-03-28
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 15.0% vs baseline,0.6914,2024-03-28
PLAYER_1037,Team: Stony Brook MLAX,RSI drop 20.7% vs baseline,0.6063,2024-04-11
PLAYER_1037,Team: Stony Brook MLAX,CMJ height drop 19.6% vs baseline,0.3693,2024-11-08
PLAYER_1039,"Team: Stony Brook, Team: Stony Brook Men's T&F",CMJ height drop 12.5% vs baseline,0.4869,2022-09-06
PLAYER_1039,"Team: Stony Brook, Team: Stony Brook Men's T&F",RSI drop 24.5% vs baseline,0.865,2023-04-12
PLAYER_1039,"Team: Stony Brook, Team: Stony Brook Men's T&F",RSI drop 24.6% vs baseline,0.8656,2023-04-12
PLAYER_1039,"Team: Stony Brook, Team: Stony Brook Men's T&F",RSI drop 24.8% vs baseline,0.8603,2023-04-12
PLAYER_1039,"Team: Stony Brook, Team: Stony Brook Men's T&F",CMJ height drop 15.1% vs baseline,0.412,2023-04-24
PLAYER_1039,"Team: Stony Brook, Team: Stony Brook Men's T&F",RSI drop 10.6% vs baseline,0.8151,2023-04-26
PLAYER_1039,"Team: Stony Brook, Team: Stony Brook Men's T&F",RSI drop 13.8% vs baseline,0.7829,2023-04-26
PLAYER_1040,Team: Stony Brook Men's Soccer,RSI drop 13.3% vs baseline,0.7843,2025-02-19
PLAYER_1040,Team: Stony Brook Men's Soccer,RSI drop 35.5% vs baseline,0.5452,2025-07-31
PLAYER_1040,Team: Stony Brook Men's Soccer,RSI drop 13.0% vs baseline,0.6484,2025-07-31
PLAYER_1042,Team: Stony Brook Softball,RSI drop 21.4% vs baseline,0.321,2020-11-16
PLAYER_1044,Team: Stony Brook MLAX,CMJ height drop 14.4% vs baseline,0.4054,2023-10-02
PLAYER_1044,Team: Stony Brook MLAX,RSI drop 13.2% vs baseline,0.7303,2023-10-25
PLAYER_1044,Team: Stony Brook MLAX,CMJ height drop 11.2% vs baseline,0.4341,2024-02-15
PLAYER_1044,Team: Stony Brook MLAX,RSI drop 73.4% vs baseline,0.2241,2024-02-29
